transaction_id,transaction_date,customer_id,account_type,transaction_type,amount,currency,merchant,transaction_status,year,month,month_name,year_month
103730,2022-12-31,999999,Checking,Credit,977.85,Usd,Target,Completed,2022,12,December,2022-12
103733,2023-11-24,999999,Savings,Credit,1106.8,Usd,Unknown,Completed,2023,11,November,2023-11
103733,2022-11-11,999999,Checking,Credit,3706.26,Usd,Target,Completed,2022,11,November,2022-11
103734,2024-04-03,3895,Savings,Credit,3970.1,Usd,Walmart,Completed,2024,4,April,2024-04
103735,2022-07-13,999999,Credit,Credit,3526.98,Usd,Unknown,Completed,2022,7,July,2022-07
103736,2022-06-28,999999,Credit,Credit,1291.3,Usd,Walmart,Completed,2022,6,June,2022-06
103737,2022-03-08,999999,Checking,Credit,4070.83,Usd,Amazon,Completed,2022,3,March,2022-03
103739,2022-12-10,3243,Savings,Debit,4301.38,Usd,Target,Completed,2022,12,December,2022-12
103738,2022-01-01,999999,Savings,Debit,4006.35,Usd,Target,Completed,2022,1,January,2022-01
103741,2024-04-17,3063,Checking,Debit,3672.19,Usd,Walmart,Completed,2024,4,April,2024-04
103742,2022-12-31,4592,Checking,Debit,4778.73,Usd,Walmart,Completed,2022,12,December,2022-12
103743,2023-07-19,999999,Checking,Debit,1061.0,Usd,Amazon,Completed,2023,7,July,2023-07
103742,2022-12-31,3097,Checking,Credit,2786.2,Usd,Amazon,Completed,2022,12,December,2022-12
103745,2022-01-01,2737,Checking,Debit,3297.14,Usd,Amazon,Completed,2022,1,January,2022-01
103746,2022-05-07,2100,Checking,Credit,2900.76,Usd,Unknown,Completed,2022,5,May,2022-05
103746,2022-12-31,999999,Checking,Credit,3788.16,Usd,Walmart,Completed,2022,12,December,2022-12
103748,2022-12-31,999999,Checking,Debit,3886.78,Usd,Amazon,Completed,2022,12,December,2022-12
103748,2023-07-15,3626,Savings,Debit,1651.77,Usd,Unknown,Completed,2023,7,July,2023-07
103749,2022-12-31,2133,Checking,Debit,2782.61,Usd,Target,Completed,2022,12,December,2022-12
103750,2022-01-01,999999,Checking,Debit,3928.73,Usd,Walmart,Completed,2022,1,January,2022-01
103750,2022-01-01,999999,Checking,Credit,2784.16,Usd,Walmart,Completed,2022,1,January,2022-01
103753,2022-12-31,999999,Savings,Credit,2266.82,Usd,Walmart,Completed,2022,12,December,2022-12
103754,2022-10-13,2802,Checking,Debit,2551.47,Usd,Amazon,Completed,2022,10,October,2022-10
103753,2022-01-01,3555,Checking,Credit,3655.93,Usd,Target,Completed,2022,1,January,2022-01
103756,2023-01-09,999999,Checking,Debit,4928.28,Usd,Walmart,Completed,2023,1,January,2023-01
103755,2022-12-31,999999,Savings,Debit,4443.08,Usd,Amazon,Completed,2022,12,December,2022-12
103756,2023-08-09,2200,Checking,Credit,1950.88,Usd,Target,Completed,2023,8,August,2023-08
103757,2022-10-22,4255,Savings,Credit,1841.36,Usd,Amazon,Completed,2022,10,October,2022-10
103759,2022-12-31,3058,Checking,Debit,1561.46,Usd,Walmart,Completed,2022,12,December,2022-12
103761,2022-12-05,999999,Credit,Debit,3926.39,Usd,Walmart,Completed,2022,12,December,2022-12
103762,2023-09-09,999999,Checking,Credit,2098.26,Usd,Amazon,Completed,2023,9,September,2023-09
103763,2022-10-04,2599,Checking,Credit,3447.46,Usd,Amazon,Completed,2022,10,October,2022-10
103764,2022-12-19,999999,Checking,Debit,4875.1,Usd,Unknown,Completed,2022,12,December,2022-12
103764,2023-04-01,3202,Savings,Credit,2768.58,Usd,Walmart,Completed,2023,4,April,2023-04
103766,2022-05-10,999999,Checking,Credit,936.49,Usd,Amazon,Completed,2022,5,May,2022-05
103766,2024-03-14,999999,Checking,Credit,2075.73,Usd,Amazon,Completed,2024,3,March,2024-03
103764,2022-09-16,999999,Savings,Debit,4404.69,Usd,Target,Completed,2022,9,September,2022-09
103768,2023-05-28,999999,Checking,Credit,4785.9,Usd,Unknown,Completed,2023,5,May,2023-05
103770,2022-12-31,999999,Checking,Credit,461.05,Usd,Walmart,Completed,2022,12,December,2022-12
103770,2022-08-17,3455,Checking,Debit,4986.14,Usd,Amazon,Completed,2022,8,August,2022-08
103771,2022-06-10,999999,Credit,Debit,1116.53,Usd,Target,Completed,2022,6,June,2022-06
103772,2023-06-30,2893,Savings,Debit,775.89,Usd,Unknown,Completed,2023,6,June,2023-06
103772,2022-06-28,4273,Checking,Credit,4523.09,Usd,Walmart,Completed,2022,6,June,2022-06
103775,2024-01-17,999999,Credit,Debit,2983.0,Usd,Unknown,Completed,2024,1,January,2024-01
103776,2022-12-31,999999,Savings,Debit,3647.04,Usd,Walmart,Completed,2022,12,December,2022-12
103775,2022-01-01,999999,Checking,Credit,4161.77,Usd,Amazon,Completed,2022,1,January,2022-01
103776,2022-01-01,999999,Savings,Credit,1262.12,Usd,Unknown,Completed,2022,1,January,2022-01
103779,2022-07-22,999999,Checking,Debit,169.75,Usd,Target,Completed,2022,7,July,2022-07
103779,2022-06-15,999999,Checking,Credit,4786.95,Usd,Unknown,Completed,2022,6,June,2022-06
103781,2022-01-01,999999,Savings,Debit,3925.47,Usd,Walmart,Completed,2022,1,January,2022-01
103782,2023-07-14,999999,Savings,Credit,440.47,Usd,Unknown,Completed,2023,7,July,2023-07
103782,2023-01-02,2316,Checking,Debit,717.66,Usd,Amazon,Completed,2023,1,January,2023-01
103782,2024-05-12,3675,Checking,Credit,1798.26,Usd,Walmart,Completed,2024,5,May,2024-05
103781,2022-12-31,4369,Checking,Credit,1262.07,Usd,Target,Completed,2022,12,December,2022-12
103785,2022-12-31,4567,Savings,Debit,1211.63,Usd,Walmart,Completed,2022,12,December,2022-12
103786,2022-01-01,999999,Checking,Debit,1403.26,Usd,Amazon,Completed,2022,1,January,2022-01
103787,2023-05-10,999999,Savings,Credit,687.64,Usd,Target,Completed,2023,5,May,2023-05
103788,2022-12-31,999999,Credit,Debit,1667.2,Usd,Target,Completed,2022,12,December,2022-12
103788,2022-04-08,3676,Checking,Credit,3541.65,Usd,Walmart,Completed,2022,4,April,2022-04
103790,2024-04-04,999999,Checking,Debit,3326.45,Usd,Walmart,Completed,2024,4,April,2024-04
103791,2022-12-31,4028,Checking,Debit,2508.56,Usd,Unknown,Completed,2022,12,December,2022-12
103793,2022-08-13,999999,Checking,Credit,1553.41,Usd,Amazon,Completed,2022,8,August,2022-08
103793,2023-10-15,999999,Checking,Debit,2082.23,Usd,Target,Completed,2023,10,October,2023-10
103793,2023-06-16,999999,Savings,Debit,1108.16,Usd,Walmart,Completed,2023,6,June,2023-06
103795,2022-12-31,999999,Credit,Debit,3343.01,Usd,Walmart,Completed,2022,12,December,2022-12
103796,2024-02-19,999999,Savings,Credit,160.87,Usd,Walmart,Completed,2024,2,February,2024-02
103798,2023-03-25,2061,Checking,Debit,2324.08,Usd,Amazon,Completed,2023,3,March,2023-03
103795,2024-05-31,999999,Savings,Credit,265.43,Usd,Unknown,Completed,2024,5,May,2024-05
103798,2022-10-29,999999,Checking,Credit,4343.2,Usd,Walmart,Completed,2022,10,October,2022-10
103801,2022-09-29,999999,Checking,Credit,3885.92,Usd,Target,Completed,2022,9,September,2022-09
103800,2022-12-31,4419,Credit,Debit,3891.58,Usd,Amazon,Completed,2022,12,December,2022-12
103801,2022-04-19,999999,Checking,Debit,2006.38,Usd,Amazon,Completed,2022,4,April,2022-04
103802,2022-01-01,999999,Credit,Debit,4761.49,Usd,Amazon,Completed,2022,1,January,2022-01
103805,2022-12-31,2274,Savings,Credit,3847.87,Usd,Walmart,Completed,2022,12,December,2022-12
103805,2022-03-02,999999,Checking,Debit,1785.11,Usd,Walmart,Completed,2022,3,March,2022-03
103806,2023-09-28,2614,Credit,Credit,1867.01,Usd,Target,Completed,2023,9,September,2023-09
103808,2022-12-12,999999,Checking,Debit,3151.66,Usd,Amazon,Completed,2022,12,December,2022-12
103807,2022-08-28,3915,Checking,Debit,428.44,Usd,Amazon,Completed,2022,8,August,2022-08
103809,2022-03-01,999999,Credit,Credit,3935.32,Usd,Walmart,Completed,2022,3,March,2022-03
103810,2023-11-08,999999,Credit,Debit,2607.49,Usd,Walmart,Completed,2023,11,November,2023-11
103812,2022-12-31,999999,Checking,Credit,1404.5,Usd,Walmart,Completed,2022,12,December,2022-12
103813,2022-12-31,999999,Checking,Debit,3178.06,Usd,Amazon,Completed,2022,12,December,2022-12
103813,2023-01-19,999999,Checking,Debit,2834.92,Usd,Walmart,Completed,2023,1,January,2023-01
103815,2022-03-02,999999,Checking,Debit,2797.96,Usd,Amazon,Completed,2022,3,March,2022-03
103814,2023-09-25,999999,Checking,Credit,4407.34,Usd,Target,Completed,2023,9,September,2023-09
103816,2024-03-09,2211,Savings,Debit,4190.38,Usd,Target,Completed,2024,3,March,2024-03
103815,2022-01-01,999999,Checking,Credit,4200.14,Usd,Unknown,Completed,2022,1,January,2022-01
103819,2024-05-21,2186,Checking,Credit,1686.1,Usd,Target,Completed,2024,5,May,2024-05
103817,2024-05-26,999999,Checking,Credit,3612.3,Usd,Target,Completed,2024,5,May,2024-05
103820,2024-03-17,3860,Checking,Credit,1437.2,Usd,Amazon,Completed,2024,3,March,2024-03
103821,2023-07-04,999999,Checking,Credit,3858.19,Usd,Walmart,Completed,2023,7,July,2023-07
103822,2024-03-14,999999,Savings,Credit,1261.6,Usd,Unknown,Completed,2024,3,March,2024-03
103824,2022-12-31,3093,Checking,Debit,3248.8,Usd,Amazon,Completed,2022,12,December,2022-12
103824,2024-03-08,999999,Checking,Debit,527.08,Usd,Target,Completed,2024,3,March,2024-03
103825,2022-12-31,999999,Savings,Credit,3853.57,Usd,Walmart,Completed,2022,12,December,2022-12
103826,2022-12-31,2750,Checking,Credit,3230.38,Usd,Walmart,Completed,2022,12,December,2022-12
103827,2024-02-08,999999,Checking,Credit,2227.76,Usd,Walmart,Completed,2024,2,February,2024-02
103826,2022-01-01,999999,Savings,Credit,2924.7,Usd,Unknown,Completed,2022,1,January,2022-01
103830,2023-10-28,999999,Checking,Debit,4771.49,Usd,Walmart,Completed,2023,10,October,2023-10
103830,2022-09-24,999999,Credit,Credit,4391.02,Usd,Amazon,Completed,2022,9,September,2022-09
103832,2022-07-10,999999,Checking,Credit,1982.92,Usd,Unknown,Completed,2022,7,July,2022-07
103833,2022-12-31,999999,Checking,Credit,4657.83,Usd,Walmart,Completed,2022,12,December,2022-12
103834,2022-12-31,4507,Checking,Credit,1765.98,Usd,Target,Completed,2022,12,December,2022-12
103835,2022-12-31,999999,Checking,Credit,4914.82,Usd,Amazon,Completed,2022,12,December,2022-12
103835,2023-02-21,2206,Checking,Credit,1273.62,Usd,Amazon,Completed,2023,2,February,2023-02
103836,2023-08-27,999999,Credit,Credit,2016.48,Usd,Target,Completed,2023,8,August,2023-08
103838,2024-06-09,999999,Savings,Credit,672.21,Usd,Walmart,Completed,2024,6,June,2024-06
103839,2024-03-31,2132,Savings,Debit,1653.5,Usd,Unknown,Completed,2024,3,March,2024-03
103840,2022-12-31,999999,Credit,Debit,4594.84,Usd,Walmart,Completed,2022,12,December,2022-12
103838,2022-07-12,999999,Checking,Debit,4228.14,Usd,Amazon,Completed,2022,7,July,2022-07
103841,2022-10-10,2178,Checking,Credit,4776.97,Usd,Target,Completed,2022,10,October,2022-10
103842,2023-11-02,999999,Credit,Credit,2404.84,Usd,Walmart,Completed,2023,11,November,2023-11
103842,2023-11-03,999999,Savings,Credit,640.01,Usd,Amazon,Completed,2023,11,November,2023-11
103845,2022-06-27,999999,Checking,Credit,4699.12,Usd,Amazon,Completed,2022,6,June,2022-06
103844,2023-05-14,999999,Checking,Credit,2019.73,Usd,Target,Completed,2023,5,May,2023-05
103847,2022-01-01,999999,Checking,Credit,1984.84,Usd,Walmart,Completed,2022,1,January,2022-01
103848,2022-06-19,4339,Checking,Debit,3433.8,Usd,Walmart,Completed,2022,6,June,2022-06
103848,2023-12-26,4993,Checking,Credit,3816.27,Usd,Walmart,Completed,2023,12,December,2023-12
103849,2022-12-31,999999,Credit,Credit,3628.44,Usd,Walmart,Completed,2022,12,December,2022-12
103851,2022-01-01,999999,Credit,Credit,1818.15,Usd,Target,Completed,2022,1,January,2022-01
103852,2024-05-18,999999,Savings,Debit,3062.03,Usd,Target,Completed,2024,5,May,2024-05
103853,2023-09-01,999999,Checking,Credit,4889.14,Usd,Amazon,Completed,2023,9,September,2023-09
103853,2023-09-12,2207,Checking,Debit,764.04,Usd,Amazon,Completed,2023,9,September,2023-09
103855,2022-12-31,999999,Checking,Credit,1350.35,Usd,Walmart,Completed,2022,12,December,2022-12
103855,2022-12-31,999999,Credit,Debit,4198.03,Usd,Walmart,Completed,2022,12,December,2022-12
103855,2022-01-01,999999,Savings,Credit,4391.64,Usd,Walmart,Completed,2022,1,January,2022-01
103858,2022-08-08,4925,Checking,Credit,2885.88,Usd,Target,Completed,2022,8,August,2022-08
103859,2022-01-01,999999,Checking,Debit,3790.23,Usd,Target,Completed,2022,1,January,2022-01
103859,2023-01-17,2253,Checking,Debit,184.62,Usd,Unknown,Completed,2023,1,January,2023-01
103861,2023-06-16,999999,Checking,Debit,1185.19,Usd,Walmart,Completed,2023,6,June,2023-06
103862,2024-05-15,2408,Savings,Debit,2662.49,Usd,Walmart,Completed,2024,5,May,2024-05
103862,2022-02-23,2861,Checking,Debit,1771.61,Usd,Walmart,Completed,2022,2,February,2022-02
103863,2023-04-03,3062,Checking,Debit,377.46,Usd,Unknown,Completed,2023,4,April,2023-04
103865,2022-12-22,3021,Checking,Debit,3801.57,Usd,Walmart,Completed,2022,12,December,2022-12
103865,2022-12-31,999999,Checking,Credit,1979.12,Usd,Unknown,Completed,2022,12,December,2022-12
103866,2022-12-31,3363,Checking,Debit,4759.17,Usd,Walmart,Completed,2022,12,December,2022-12
103867,2023-10-12,999999,Checking,Debit,380.34,Usd,Amazon,Completed,2023,10,October,2023-10
103868,2022-01-01,3693,Checking,Credit,669.05,Usd,Amazon,Completed,2022,1,January,2022-01
103868,2022-01-01,3150,Savings,Debit,981.88,Usd,Target,Completed,2022,1,January,2022-01
103871,2022-12-31,4861,Checking,Credit,1559.06,Usd,Unknown,Completed,2022,12,December,2022-12
103871,2022-04-10,2149,Savings,Debit,4449.75,Usd,Amazon,Completed,2022,4,April,2022-04
103872,2024-04-26,3021,Savings,Debit,513.19,Usd,Walmart,Completed,2024,4,April,2024-04
103874,2022-12-31,2819,Checking,Debit,578.0,Usd,Walmart,Completed,2022,12,December,2022-12
103874,2023-12-14,4466,Savings,Credit,3636.06,Usd,Amazon,Completed,2023,12,December,2023-12
103876,2024-01-30,999999,Credit,Credit,1918.39,Usd,Unknown,Completed,2024,1,January,2024-01
103876,2022-09-11,3969,Checking,Credit,1084.95,Usd,Walmart,Completed,2022,9,September,2022-09
103878,2022-01-01,999999,Checking,Credit,2482.09,Usd,Amazon,Completed,2022,1,January,2022-01
103879,2023-06-21,999999,Checking,Debit,132.47,Usd,Walmart,Completed,2023,6,June,2023-06
103879,2023-02-17,999999,Checking,Credit,2395.27,Usd,Target,Completed,2023,2,February,2023-02
103881,2022-03-21,999999,Savings,Debit,4678.28,Usd,Walmart,Completed,2022,3,March,2022-03
103882,2022-12-31,999999,Checking,Credit,1700.33,Usd,Target,Completed,2022,12,December,2022-12
103883,2022-12-31,999999,Checking,Debit,481.95,Usd,Walmart,Completed,2022,12,December,2022-12
103883,2022-01-01,999999,Checking,Debit,4558.55,Usd,Target,Completed,2022,1,January,2022-01
103883,2022-10-24,999999,Checking,Credit,2894.66,Usd,Walmart,Completed,2022,10,October,2022-10
103885,2022-01-01,999999,Checking,Credit,3503.17,Usd,Walmart,Completed,2022,1,January,2022-01
103886,2022-12-31,2841,Credit,Credit,2990.11,Usd,Amazon,Completed,2022,12,December,2022-12
103886,2022-01-01,3203,Checking,Debit,4853.58,Usd,Walmart,Completed,2022,1,January,2022-01
103888,2023-11-04,999999,Checking,Credit,3036.63,Usd,Amazon,Completed,2023,11,November,2023-11
103890,2022-12-31,999999,Checking,Credit,4935.05,Usd,Unknown,Completed,2022,12,December,2022-12
103891,2024-02-02,999999,Checking,Debit,4856.69,Usd,Target,Completed,2024,2,February,2024-02
103892,2022-01-01,2556,Checking,Debit,3430.49,Usd,Amazon,Completed,2022,1,January,2022-01
103892,2022-06-19,999999,Checking,Debit,2244.58,Usd,Amazon,Completed,2022,6,June,2022-06
103894,2022-02-19,999999,Checking,Credit,4411.84,Usd,Amazon,Completed,2022,2,February,2022-02
103895,2022-01-01,999999,Checking,Credit,478.49,Usd,Walmart,Completed,2022,1,January,2022-01
103896,2022-12-31,3039,Checking,Debit,991.79,Usd,Amazon,Completed,2022,12,December,2022-12
103895,2022-06-11,999999,Checking,Debit,3644.06,Usd,Amazon,Completed,2022,6,June,2022-06
103897,2022-12-31,2143,Checking,Debit,1444.81,Usd,Unknown,Completed,2022,12,December,2022-12
103898,2022-04-08,999999,Checking,Credit,352.85,Usd,Walmart,Completed,2022,4,April,2022-04
103900,2022-12-31,2302,Credit,Credit,4502.61,Usd,Amazon,Completed,2022,12,December,2022-12
103898,2023-05-12,999999,Checking,Debit,1375.83,Usd,Unknown,Completed,2023,5,May,2023-05
103902,2022-12-31,999999,Checking,Debit,547.3,Usd,Target,Completed,2022,12,December,2022-12
103902,2022-01-01,999999,Checking,Debit,2962.54,Usd,Unknown,Completed,2022,1,January,2022-01
103904,2022-05-02,2523,Credit,Credit,4546.76,Usd,Target,Completed,2022,5,May,2022-05
103904,2022-02-09,999999,Checking,Credit,3566.78,Usd,Walmart,Completed,2022,2,February,2022-02
103903,2022-05-29,999999,Checking,Debit,4241.01,Usd,Amazon,Completed,2022,5,May,2022-05
103905,2023-06-10,2728,Savings,Credit,5001.02,Usd,Unknown,Completed,2023,6,June,2023-06
103908,2023-01-17,999999,Checking,Credit,2139.87,Usd,Walmart,Completed,2023,1,January,2023-01
103909,2023-07-23,999999,Checking,Debit,2014.95,Usd,Amazon,Completed,2023,7,July,2023-07
103909,2022-01-01,999999,Checking,Debit,142.45,Usd,Unknown,Completed,2022,1,January,2022-01
103909,2022-01-01,999999,Checking,Debit,4527.5,Usd,Unknown,Completed,2022,1,January,2022-01
103911,2023-08-26,999999,Savings,Debit,258.51,Usd,Unknown,Completed,2023,8,August,2023-08
103911,2023-10-30,4050,Checking,Credit,124.83,Usd,Target,Completed,2023,10,October,2023-10
103912,2023-02-19,999999,Savings,Credit,4197.6,Usd,Target,Completed,2023,2,February,2023-02
103911,2024-04-19,999999,Checking,Debit,80.51,Usd,Target,Completed,2024,4,April,2024-04
103916,2022-01-01,4073,Savings,Credit,4327.45,Usd,Unknown,Completed,2022,1,January,2022-01
103917,2022-01-01,3595,Checking,Credit,743.26,Usd,Walmart,Completed,2022,1,January,2022-01
103917,2023-02-15,999999,Savings,Debit,2414.38,Usd,Unknown,Completed,2023,2,February,2023-02
103918,2022-06-06,999999,Checking,Debit,1851.05,Usd,Target,Completed,2022,6,June,2022-06
103919,2024-05-01,4445,Checking,Credit,4932.74,Usd,Unknown,Completed,2024,5,May,2024-05
103921,2024-01-20,999999,Savings,Credit,1996.54,Usd,Amazon,Completed,2024,1,January,2024-01
103921,2022-01-01,999999,Checking,Debit,3486.15,Usd,Target,Completed,2022,1,January,2022-01
103923,2024-03-28,2345,Credit,Credit,648.49,Usd,Unknown,Completed,2024,3,March,2024-03
103924,2022-12-31,999999,Savings,Credit,1529.07,Usd,Amazon,Completed,2022,12,December,2022-12
103925,2023-11-28,3372,Savings,Debit,2388.12,Usd,Unknown,Completed,2023,11,November,2023-11
103926,2024-06-05,2229,Credit,Debit,2922.35,Usd,Unknown,Completed,2024,6,June,2024-06
103925,2024-03-24,2380,Savings,Debit,1394.51,Usd,Amazon,Completed,2024,3,March,2024-03
103927,2022-12-31,999999,Checking,Debit,843.77,Usd,Amazon,Completed,2022,12,December,2022-12
103928,2023-12-09,4268,Checking,Credit,1624.63,Usd,Walmart,Completed,2023,12,December,2023-12
103928,2023-03-06,999999,Savings,Credit,956.96,Usd,Amazon,Completed,2023,3,March,2023-03
103931,2022-01-01,3830,Credit,Credit,249.62,Usd,Amazon,Completed,2022,1,January,2022-01
103932,2022-02-07,3492,Checking,Debit,2445.14,Usd,Unknown,Completed,2022,2,February,2022-02
103930,2023-07-01,4926,Checking,Debit,3175.15,Usd,Amazon,Completed,2023,7,July,2023-07
103934,2022-01-01,999999,Checking,Debit,2348.83,Usd,Target,Completed,2022,1,January,2022-01
103935,2022-06-10,2034,Checking,Debit,4954.76,Usd,Walmart,Completed,2022,6,June,2022-06
103936,2022-02-20,999999,Credit,Debit,4345.31,Usd,Amazon,Completed,2022,2,February,2022-02
103937,2023-08-15,3583,Checking,Credit,3183.06,Usd,Walmart,Completed,2023,8,August,2023-08
103938,2022-01-01,2804,Checking,Credit,2376.56,Usd,Walmart,Completed,2022,1,January,2022-01
103938,2023-02-14,999999,Checking,Debit,1679.19,Usd,Walmart,Completed,2023,2,February,2023-02
103939,2022-01-01,999999,Checking,Credit,1054.13,Usd,Amazon,Completed,2022,1,January,2022-01
103941,2022-12-31,999999,Checking,Debit,3004.03,Usd,Amazon,Completed,2022,12,December,2022-12
103940,2022-10-29,3784,Savings,Debit,4163.72,Usd,Walmart,Completed,2022,10,October,2022-10
103943,2022-11-24,2283,Checking,Credit,4882.86,Usd,Unknown,Completed,2022,11,November,2022-11
103943,2022-04-03,999999,Checking,Debit,2146.1,Usd,Walmart,Completed,2022,4,April,2022-04
103943,2024-01-23,999999,Checking,Debit,4617.01,Usd,Target,Completed,2024,1,January,2024-01
103945,2022-01-01,999999,Checking,Credit,4897.33,Usd,Walmart,Completed,2022,1,January,2022-01
103947,2022-01-20,3447,Checking,Debit,2117.29,Usd,Amazon,Completed,2022,1,January,2022-01
103948,2022-01-01,999999,Checking,Credit,960.65,Usd,Unknown,Completed,2022,1,January,2022-01
103949,2022-12-31,999999,Credit,Debit,352.74,Usd,Target,Completed,2022,12,December,2022-12
103949,2022-01-01,3291,Savings,Credit,116.88,Usd,Walmart,Completed,2022,1,January,2022-01
103951,2024-04-07,999999,Checking,Credit,4514.72,Usd,Target,Completed,2024,4,April,2024-04
103952,2022-01-01,999999,Checking,Credit,3196.5,Usd,Walmart,Completed,2022,1,January,2022-01
103951,2022-01-01,2814,Checking,Debit,1194.48,Usd,Unknown,Completed,2022,1,January,2022-01
103953,2022-12-31,2981,Savings,Credit,4801.46,Usd,Walmart,Completed,2022,12,December,2022-12
103955,2022-12-31,999999,Checking,Credit,2057.31,Usd,Amazon,Completed,2022,12,December,2022-12
103956,2022-12-31,999999,Savings,Credit,1850.09,Usd,Target,Completed,2022,12,December,2022-12
103955,2023-12-07,4119,Checking,Credit,1722.2,Usd,Target,Completed,2023,12,December,2023-12
103958,2022-12-30,999999,Checking,Debit,2937.68,Usd,Target,Completed,2022,12,December,2022-12
103958,2023-02-26,3459,Checking,Credit,1326.63,Usd,Unknown,Completed,2023,2,February,2023-02
103959,2022-01-13,4070,Credit,Credit,1430.48,Usd,Target,Completed,2022,1,January,2022-01
103960,2023-11-26,4675,Checking,Debit,3912.37,Usd,Unknown,Completed,2023,11,November,2023-11
103961,2022-01-01,999999,Checking,Debit,3237.71,Usd,Walmart,Completed,2022,1,January,2022-01
103962,2022-10-05,2257,Checking,Credit,142.56,Usd,Walmart,Completed,2022,10,October,2022-10
103962,2023-08-07,3482,Savings,Debit,1162.32,Usd,Walmart,Completed,2023,8,August,2023-08
103964,2022-11-14,3121,Checking,Debit,2494.1,Usd,Target,Completed,2022,11,November,2022-11
103965,2022-12-31,999999,Credit,Debit,3937.5,Usd,Target,Completed,2022,12,December,2022-12
103967,2022-04-27,4877,Checking,Credit,1497.16,Usd,Walmart,Completed,2022,4,April,2022-04
103965,2022-01-01,999999,Savings,Credit,3884.64,Usd,Unknown,Completed,2022,1,January,2022-01
103969,2022-03-04,2230,Checking,Credit,3443.09,Usd,Walmart,Completed,2022,3,March,2022-03
103970,2024-04-20,999999,Checking,Debit,2170.1,Usd,Target,Completed,2024,4,April,2024-04
103971,2022-01-01,999999,Checking,Credit,1616.62,Usd,Amazon,Completed,2022,1,January,2022-01
103969,2022-08-09,3486,Checking,Credit,4727.06,Usd,Target,Completed,2022,8,August,2022-08
103972,2022-12-31,999999,Savings,Debit,2201.43,Usd,Target,Completed,2022,12,December,2022-12
103973,2022-12-31,999999,Checking,Debit,3141.55,Usd,Unknown,Completed,2022,12,December,2022-12
103974,2022-12-31,999999,Savings,Credit,4910.24,Usd,Amazon,Completed,2022,12,December,2022-12
103976,2022-03-25,4522,Savings,Credit,2818.17,Usd,Target,Completed,2022,3,March,2022-03
103976,2022-12-31,999999,Checking,Debit,1854.38,Usd,Target,Completed,2022,12,December,2022-12
103976,2022-12-31,999999,Credit,Debit,1010.84,Usd,Unknown,Completed,2022,12,December,2022-12
103976,2023-02-28,999999,Checking,Credit,1085.91,Usd,Target,Completed,2023,2,February,2023-02
103979,2024-05-28,999999,Checking,Debit,1798.13,Usd,Amazon,Completed,2024,5,May,2024-05
103980,2022-12-07,3858,Checking,Credit,2451.5,Usd,Unknown,Completed,2022,12,December,2022-12
103982,2022-12-31,999999,Credit,Debit,2798.99,Usd,Target,Completed,2022,12,December,2022-12
103983,2024-04-19,999999,Savings,Debit,1075.88,Usd,Walmart,Completed,2024,4,April,2024-04
103984,2022-12-31,2123,Checking,Credit,3269.35,Usd,Unknown,Completed,2022,12,December,2022-12
103981,2022-04-20,999999,Checking,Debit,3151.08,Usd,Unknown,Completed,2022,4,April,2022-04
103984,2023-06-25,3366,Checking,Credit,1372.07,Usd,Walmart,Completed,2023,6,June,2023-06
103987,2024-06-08,999999,Checking,Credit,1973.28,Usd,Target,Completed,2024,6,June,2024-06
103987,2022-02-09,3027,Credit,Credit,2729.25,Usd,Unknown,Completed,2022,2,February,2022-02
103988,2024-04-04,2455,Checking,Credit,4747.2,Usd,Target,Completed,2024,4,April,2024-04
103989,2022-01-01,999999,Checking,Debit,2958.52,Usd,Walmart,Completed,2022,1,January,2022-01
103989,2022-01-01,999999,Savings,Credit,3071.68,Usd,Amazon,Completed,2022,1,January,2022-01
103991,2022-12-31,999999,Checking,Debit,3222.09,Usd,Walmart,Completed,2022,12,December,2022-12
103992,2023-05-26,999999,Savings,Debit,2242.27,Usd,Walmart,Completed,2023,5,May,2023-05
103993,2022-12-31,999999,Checking,Credit,1129.64,Usd,Target,Completed,2022,12,December,2022-12
103995,2022-12-31,3390,Checking,Credit,397.22,Usd,Target,Completed,2022,12,December,2022-12
103994,2022-12-31,999999,Checking,Debit,4872.64,Usd,Walmart,Completed,2022,12,December,2022-12
103996,2023-12-22,3878,Credit,Credit,4589.13,Usd,Walmart,Completed,2023,12,December,2023-12
103998,2022-12-31,4256,Checking,Debit,3856.82,Usd,Target,Completed,2022,12,December,2022-12
103999,2022-01-01,999999,Checking,Credit,2119.51,Usd,Target,Completed,2022,1,January,2022-01
104000,2022-12-31,2926,Checking,Credit,2850.8,Usd,Target,Completed,2022,12,December,2022-12
103999,2022-06-22,999999,Checking,Credit,159.6,Usd,Target,Completed,2022,6,June,2022-06
104001,2022-12-31,999999,Savings,Debit,1923.73,Usd,Unknown,Completed,2022,12,December,2022-12
104001,2024-06-04,999999,Checking,Credit,1738.92,Usd,Unknown,Completed,2024,6,June,2024-06
104003,2023-03-21,999999,Checking,Debit,3373.75,Usd,Unknown,Completed,2023,3,March,2023-03
104005,2022-12-31,2238,Savings,Debit,3530.76,Usd,Walmart,Completed,2022,12,December,2022-12
104005,2024-06-13,999999,Checking,Debit,4147.63,Usd,Walmart,Completed,2024,6,June,2024-06
104006,2022-12-31,999999,Checking,Debit,3618.18,Usd,Target,Completed,2022,12,December,2022-12
